"","rnum","X.1","Strike.ID","Date","Location","Area","Minimum.total.people.killed","Maximum.total.people.killed","Minimum.civilians.reported.killed","Maximum.civilians.reported.killed","Minimum.children.reported.killed","Maximum.children.reported.killed","Minimum.reported.injured","Maximum.reported.injured","Strike.link","X","Index","locs","lat","long","NAME_0","NAME_1","NAME_2"
"288",288,355,"Ob304","21/12/2012","Hassokhel, near Mir Ali","North Waziristan",3,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob304","",355,"Hassokhel, near Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"289",289,356,"Ob305","29/12/2012","Gurbaz, Shawal","North Waziristan",4,5,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob305","",356,"Gurbaz, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"290",290,358,"Ob307","03/01/2013","Ghundi Killi, Tappi area, Tehsil Miranshah","North Waziristan",3,6,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob307","",358,"Ghundi Killi, Tappi area, Tehsil Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"291",291,360,"Ob309","08/01/2013","Haiderkhel, near Mir Ali","North Waziristan",4,9,0,2,0,1,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob309","",360,"Haiderkhel, near Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"292",292,361,"Ob310","08/01/2013","Malangan Hassokhel, Tehsil Mir Ali","North Waziristan",0,9,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob310","",361,"Malangan Hassokhel, Tehsil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"293",293,362,"Ob311","10/01/2013","Hassokhel, near Mir Ali","North Waziristan",3,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob311","",362,"Hassokhel, near Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"294",294,363,"Ob312","06/02/2013","Spinwam","North Waziristan",3,5,0,2,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob312","",363,"Spinwam, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"295",295,366,"Ob315","22/03/2013","New Adda, Tehsil Datta Khel","North Waziristan",1,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob315","",366,"New Adda, Tehsil Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"296",296,369,"Ob318","29/05/2013","Qazi Kot, Tehsil Miranshah","North Waziristan",3,7,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob318","",369,"Qazi Kot, Tehsil Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"297",297,370,"Ob319","07/06/2013","Shui Khel Mandi, Tehsil Shawal","North Waziristan",7,11,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob319","",370,"Shui Khel Mandi, Tehsil Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"298",298,371,"Ob320","03/07/2013","Shui Khel Mandi, Tehsil Shawal","North Waziristan",16,18,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob320","",371,"Shui Khel Mandi, Tehsil Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"299",299,372,"Ob321","13/07/2013","Khray Chila Mossaki area of Mir Ali","North Waziristan",2,3,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob321","",372,"Khray Chila Mossaki area of Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"300",300,373,"Ob322","28/07/2013","Zoi Nair, Tehsil Shawal","North Waziristan",5,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob322","",373,"Zoi Nair, Tehsil Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"301",301,374,"Ob323","31/08/2013","Mossaki, Tehsil Mir Ali","North Waziristan",3,4,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob323","",374,"Mossaki, Tehsil Mir Ali, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"302",302,375,"Ob324","06/09/2013","Tabi, Tehsil Ghulam Khan","North Waziristan",5,7,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob324","",375,"Tabi, Tehsil Ghulam Khan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"303",303,377,"Ob326","29/09/2013","Darga Mandi","North Waziristan",3,6,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob326","",377,"Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"304",304,378,"Ob327","30/09/2013","Land Char Khel, Tehsil Datta Khel","North Waziristan",1,4,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob327","",378,"Land Char Khel, Tehsil Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"305",305,380,"Ob329","01/11/2013","Dandi Darpakhel","North Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob329","",380,"Dandi Darpakhel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"306",306,383,"Ob332","25/12/2013","Qutab Khel, Miranshah","North Waziristan",3,4,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob332","",383,"Qutab Khel, Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"307",307,384,"Ob333","11/06/2014","Tabi Tolkhel or Darga Mandi","North Waziristan",4,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob333","http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#",384,"Tabi Tolkhel or Darga Mandi, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"308",308,385,"Ob334","12/06/2014","Darga Mandi, Dande Darpakhel or Ghulam Khan","North Waziristan",6,10,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob334","",385,"Darga Mandi, Dande Darpakhel or Ghulam Khan, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"309",309,386,"Ob335","18/06/2014","Darga Mandi, Dande Darpakhel or Miranshah","North Waziristan",4,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob335","",386,"Darga Mandi, Dande Darpakhel or Miranshah, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"310",310,387,"Ob336","10/07/2014","Madakhel village, Datta Khel Tehsil","North Waziristan",6,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob336","",387,"Madakhel village, Datta Khel Tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"311",311,388,"Ob337","16/07/2014","Saidgai, Datta Khel tehsil","North Waziristan",15,24,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob337","",388,"Saidgai, Datta Khel tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"312",312,389,"Ob338","19/07/2014","Doga Madakhel, Datta Khel tehsil","North Waziristan",11,15,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob338","",389,"Doga Madakhel, Datta Khel tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"313",313,390,"Ob339","05/08/2014","Lawara Mandi village, Datta Khel tehsil","North Waziristan",5,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob339","",390,"Lawara Mandi village, Datta Khel tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"314",314,391,"Ob340","24/09/2014","Alwara Mandi village, Datta Khel tehsil","North Waziristan",5,11,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob340","",391,"Alwara Mandi village, Datta Khel tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"315",315,396,"Ob345","07/10/2014","Kundser, Datta Khel","North Waziristan",2,4,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob345","",396,"Kundser, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"316",316,397,"Ob346","08/10/2014","Loman, Datta Khel","North Waziristan",2,4,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob346","",397,"Loman, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"317",317,400,"Ob349","11/10/2014","Marga, Shawal","North Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob349","",400,"Marga, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"318",318,402,"Ob351","11/11/2014","Dawa Toi, Datta Khel","North Waziristan",4,7,0,2,0,2,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob351","",402,"Dawa Toi, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"319",319,404,"Ob353","26/11/2014","Garga, Shawal","North Waziristan",4,9,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob353","",404,"Garga, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"320",320,405,"Ob354","07/12/2014","Khar Tangi, Datta Khel","North Waziristan",4,6,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob354","",405,"Khar Tangi, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"321",321,407,"Ob356","26/12/2014","Kund/Kundghar village, Shawal","North Waziristan",4,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob356","",407,"Kund/Kundghar village, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"322",322,408,"Ob357","26/12/2014","Kund/Kundghar village, Shawal","North Waziristan",3,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob357","",408,"Kund/Kundghar village, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"323",323,409,"Ob358","04/01/2015","Alwara Mandi, Datta Khel or Shawal","North Waziristan",6,10,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob358","http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#",409,"Alwara Mandi, Datta Khel or Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"324",324,412,"Ob361","19/01/2015","Shahi Khel, Shawal","North Waziristan",5,7,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob361","",412,"Shahi Khel, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"325",325,416,"Ob365","16/05/2015","Wara Mandi, Shawal","North Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob365","",416,"Wara Mandi, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"326",326,417,"Ob366","18/05/2015","Zoy Nari, Shawal","North Waziristan",3,6,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob366","",417,"Zoy Nari, Shawal, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"327",327,419,"Ob368","06/06/2015","Shawal or Datta Khel","North Waziristan",7,9,0,3,0,0,4,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob368","",419,"Shawal or Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"328",328,420,"Ob369","06/08/2015","Alwara Mandi area, Datta Khel","North Waziristan",4,7,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob369","",420,"Alwara Mandi area, Datta Khel, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"329",329,421,"Ob370","01/09/2015","Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley","North Waziristan",5,6,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob370","",421,"Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"330",330,422,"Ob371","09/01/2016","Mangrooti village, Shawal valley, Datta Khel tehsil","North Waziristan",5,5,0,0,0,0,2,2,"https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob371","https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#",422,"Mangrooti village, Shawal valley, Datta Khel tehsil, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"331",331,426,"T002","26/04/2017","Zuwai","North Waziristan",7,11,0,3,0,0,0,0,"","",426,"Zuwai, Pakistan",32.9431,69.955,"Pakistan","F.A.T.A.","F.A.T.A."
"332",332,318,"Ob267","13/03/2012","Shawa","North/South Waziristan",6,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob267","",318,"Shawa, Pakistan",34.7150043,72.0524225,"Pakistan","N.W.F.P.","Malakand"
"333",333,376,"Ob325","22/09/2013","ShawalPalgai area, Thesil Makin","North/South Waziristan",6,7,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob325","",376,"ShawalPalgai area, Thesil Makin, Pakistan",34.7150043,72.0524225,"Pakistan","N.W.F.P.","Malakand"
"334",334,61,"Ob10","01/04/2009","Khadezai","Orakzai Agency",10,14,5,5,3,3,4,16,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob10","",61,"Khadezai, Pakistan",33.6671,70.9547,"Pakistan","F.A.T.A.","F.A.T.A."
"335",335,349,"Ob298","11/10/2012","Buland Khel","Orakzai Agency",16,26,0,2,0,0,5,15,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob298","",349,"Buland Khel, Pakistan",33.6671,70.9547,"Pakistan","F.A.T.A.","F.A.T.A."
"336",336,271,"Ob220","15/06/2011","Karez","South Waziristan",0,0,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob220","",271,"Karez, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"337",337,29,"B29","30/09/2008","Khushali","South Waziristan",4,8,0,0,0,0,5,9,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B29","",29,"Khushali, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"338",338,13,"B13","28/02/2008","Azam Warsak","South Waziristan",10,13,0,0,0,0,6,16,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B13","",13,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"339",339,46,"B46","11/12/2008","Azam Warsak","South Waziristan",6,7,0,7,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B46","",46,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"340",340,181,"Ob130","21/09/2010","Azam Warsak","South Waziristan",0,16,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob130","",181,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"341",341,249,"Ob198","13/03/2011","Azam Warsak","South Waziristan",0,4,0,0,0,0,0,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob198","",249,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"342",342,284,"Ob233","01/08/2011","Azam Warsak","South Waziristan",3,6,0,6,0,0,2,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob233","",284,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"343",343,292,"Ob241","27/09/2011","Azam Warsak","South Waziristan",0,4,0,0,0,0,0,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob241","",292,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"344",344,299,"Ob248","27/10/2011","Azam Warsak","South Waziristan",4,6,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob248","",299,"Azam Warsak, Pakistan",32.2906292,69.4286359,"Pakistan","F.A.T.A.","F.A.T.A."
"345",345,65,"Ob14","29/04/2009","Kaniguram","South Waziristan",1,10,0,4,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob14","",65,"Kaniguram, Pakistan",32.521381,69.7959916,"Pakistan","F.A.T.A.","F.A.T.A."
"346",346,76,"Ob25","08/07/2009","Ladha","South Waziristan",8,10,0,0,0,0,5,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob25","",76,"Ladha, Pakistan",32.5695863,69.8339093,"Pakistan","F.A.T.A.","F.A.T.A."
"347",347,77,"Ob26","08/07/2009","Ladha","South Waziristan",35,40,0,0,0,0,1,1,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob26","",77,"Ladha, Pakistan",32.5695863,69.8339093,"Pakistan","F.A.T.A.","F.A.T.A."
"348",348,80,"Ob29","05/08/2009","Ladha","South Waziristan",1,12,1,4,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob29","",80,"Ladha, Pakistan",32.5695863,69.8339093,"Pakistan","F.A.T.A.","F.A.T.A."
"349",349,81,"Ob30","11/08/2009","Ladha","South Waziristan",12,25,0,6,4,4,5,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob30","",81,"Ladha, Pakistan",32.5695863,69.8339093,"Pakistan","F.A.T.A.","F.A.T.A."
"350",350,98,"Ob47","10/12/2009","Ladha","South Waziristan",6,6,0,0,0,0,8,8,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob47","",98,"Ladha, Pakistan",32.5695863,69.8339093,"Pakistan","F.A.T.A.","F.A.T.A."
"351",351,56,"Ob5","01/03/2009","Sararogha","South Waziristan",3,12,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob5","",56,"Sararogha, Pakistan",32.5131409,70.0263445,"Pakistan","F.A.T.A.","F.A.T.A."
"352",352,88,"Ob37","29/09/2009","Sararogha","South Waziristan",5,6,0,0,0,0,2,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob37","",88,"Sararogha, Pakistan",32.5131409,70.0263445,"Pakistan","F.A.T.A.","F.A.T.A."
"353",353,157,"Ob106","25/07/2010","Sararogha","South Waziristan",4,4,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob106","",157,"Sararogha, Pakistan",32.5131409,70.0263445,"Pakistan","F.A.T.A.","F.A.T.A."
"354",354,78,"Ob27","10/07/2009","Painda Khel","South Waziristan",3,5,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob27","",78,"Painda Khel, Pakistan",32.9691582,70.8092608,"Pakistan","N.W.F.P.","Bannu"
"355",355,269,"Ob218","08/06/2011","Shawal","South Waziristan",4,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob218","",269,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"356",356,275,"Ob224","27/06/2011","Shawal","South Waziristan",6,12,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob224","",275,"Shawal, Pakistan",34.0148846,71.5822004,"Pakistan","N.W.F.P.","Peshawar"
"357",357,411,"Ob360","15/01/2015","Ladha district","South Waziristan",4,7,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob360","",411,"Ladha district, Pakistan",32.5875369,74.1788919,"Pakistan","Punjab","Gujranwala"
"358",358,1,"B1","17/06/2004","Wana","South Waziristan",6,8,2,2,2,2,1,1,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B1","http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#",1,"Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"359",359,7,"B7","16/01/2007","Zamazola","South Waziristan",8,8,8,8,1,1,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B7","",7,"Zamazola, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"360",360,14,"B14","16/03/2008","Dhook Pir Bagh","South Waziristan",18,20,0,4,0,0,5,9,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B14","",14,"Dhook Pir Bagh, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"361",361,16,"B16","14/06/2008","Makeen","South Waziristan",1,1,0,1,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B16","",16,"Makeen, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"362",362,17,"B17","28/07/2008","Zeralita","South Waziristan",7,12,1,5,0,2,3,3,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B17","",17,"Zeralita, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"363",363,18,"B18","12/08/2008","Bhaggar","South Waziristan",12,25,0,5,0,0,0,4,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B18","",18,"Bhaggar, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"364",364,19,"B19","20/08/2008","Zari Noor","South Waziristan",6,12,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B19","",19,"Zari Noor, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"365",365,20,"B20","27/08/2008","Ganki Khel","South Waziristan",0,0,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B20","",20,"Ganki Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"366",366,21,"B21","30/08/2008","Korzai","South Waziristan",4,5,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B21","",21,"Korzai, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"367",367,28,"B28","17/09/2008","Baghar Cheena","South Waziristan",4,7,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B28","",28,"Baghar Cheena, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"368",368,34,"B34","16/10/2008","Taparghai","South Waziristan",2,9,0,4,0,0,1,7,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B34","",34,"Taparghai, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"369",369,36,"B36","26/10/2008","Mandata","South Waziristan",18,20,0,4,0,3,2,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B36","",36,"Mandata, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"370",370,38,"B38","31/10/2008","Kari Kot","South Waziristan",4,12,1,1,0,0,2,30,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B38","",38,"Kari Kot, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"371",371,43,"B43","27/11/2008","Wana","South Waziristan",5,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B43","",43,"Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"372",372,48,"B48","22/12/2008","Kari Kot","South Waziristan",3,3,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B48","",48,"Kari Kot, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"373",373,49,"B49","22/12/2008","Shin Warsak","South Waziristan",2,4,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B49","",49,"Shin Warsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"374",374,50,"B50","01/01/2009","Kari Kot","South Waziristan",3,5,0,0,0,0,1,2,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B50","",50,"Kari Kot, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"375",375,51,"B51","02/01/2009","Madin Village","South Waziristan",3,4,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/the-bush-years-2004-2009/#B51","",51,"Madin Village, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
